"id";"uID";"longitude";"latitude";"date"
1;"sswu";"1234dsfsdfsdf";"1234fsdf";"2016-07-06 11:28:46.000000"
2;"sswudsfsd";"1234dsfsdfsdf";"1234fsdf";"2016-07-06 17:29:41.000000"
3;"wfds";"fsad";"1234sdfsfef";"2016-07-06 17:34:25.000000"
4;"rfffsx";"121.59526687";"25.06758853";"2016-07-06 17:53:22.000000"
5;"rfffsx";"121.59526687";"25.06758853";"2016-07-06 17:55:17.000000"
6;"rfffsx";"121.59548793";"25.06762323";"2016-07-06 17:55:57.000000"
7;"rfffsx";"121.59553628";"25.06761289";"2016-07-06 17:55:58.000000"
8;"rfffsx";"121.59553628";"25.06761289";"2016-07-06 18:02:14.000000"
9;"gffcgjhfblpp";"121.59553628";"25.06761289";"2016-07-06 18:03:53.000000"
10;"yuarzru";"121.59553628";"25.06761289";"2016-07-06 18:04:10.000000"
11;"uryddgsys";"121.59529614";"25.06764784";"2016-07-06 18:06:52.000000"
12;"uryddgsys";"121.59530921";"25.06762853";"2016-07-06 18:06:57.000000"
13;"uryddgsys";"121.59528001";"25.06765257";"2016-07-06 18:06:59.000000"
14;"uryddgsys";"121.59525297";"25.06767071";"2016-07-06 18:07:00.000000"
15;"uryddgsys";"121.59523666";"25.06768578";"2016-07-06 18:07:01.000000"
16;"uryddgsys";"121.59522608";"25.06769749";"2016-07-06 18:07:02.000000"
17;"uryddgsys";"121.59521653";"25.06770729";"2016-07-06 18:07:03.000000"
18;"uryddgsys";"121.59520382";"25.06771523";"2016-07-06 18:07:04.000000"
19;"uryddgsys";"121.59519047";"25.06772112";"2016-07-06 18:07:05.000000"
20;"uryddgsys";"121.59517333";"25.06772258";"2016-07-06 18:07:07.000000"
21;"uryddgsys";"121.59516763";"25.06770839";"2016-07-06 18:07:10.000000"
22;"uryddgsys";"121.59515239";"25.06771354";"2016-07-06 18:07:12.000000"
23;"uryddgsys";"121.59512922";"25.06772845";"2016-07-06 18:07:13.000000"
24;"uryddgsys";"121.59511904";"25.06774108";"2016-07-06 18:07:14.000000"
25;"uryddgsys";"121.59512839";"25.06774501";"2016-07-06 18:07:19.000000"
26;"uryddgsys";"121.59513685";"25.06773995";"2016-07-06 18:07:20.000000"
27;"uryddgsys";"121.59514887";"25.06773354";"2016-07-06 18:07:21.000000"
28;"uryddgsys";"121.59516147";"25.06772751";"2016-07-06 18:07:22.000000"
29;"uryddgsys";"121.59517417";"25.06772003";"2016-07-06 18:07:23.000000"
30;"uryddgsys";"121.59518796";"25.06771587";"2016-07-06 18:07:24.000000"
31;"uryddgsys";"121.59520816";"25.06770809";"2016-07-06 18:07:25.000000"
32;"uryddgsys";"121.59521823";"25.067703";"2016-07-06 18:07:26.000000"
33;"uryddgsys";"121.59523497";"25.06769271";"2016-07-06 18:07:27.000000"
34;"uryddgsys";"121.59525047";"25.06768295";"2016-07-06 18:07:28.000000"
35;"uryddgsys";"121.59524484";"25.06769207";"2016-07-06 18:07:30.000000"
36;"uryddgsys";"121.59524525";"25.06767706";"2016-07-06 18:07:33.000000"
37;"uryddgsys";"121.59524817";"25.06766513";"2016-07-06 18:07:35.000000"
38;"uryddgsys";"121.59526043";"25.06766155";"2016-07-06 18:07:38.000000"
39;"uryddgsys";"121.59527122";"25.06766462";"2016-07-06 18:07:40.000000"
40;"test4g";"121.59529743";"25.06763588";"2016-07-07 12:33:41.000000"
41;"test4g";"121.59399792";"25.06764003";"2016-07-07 12:34:24.000000"
42;"test4g";"121.59409118";"25.06763478";"2016-07-07 12:34:26.000000"
43;"test4g";"121.59411791";"25.06763732";"2016-07-07 12:34:28.000000"
44;"test4g";"121.59403576";"25.06766727";"2016-07-07 12:34:29.000000"
45;"test4g";"121.59405953";"25.06767341";"2016-07-07 12:34:30.000000"
46;"test4g";"121.59408229";"25.06767841";"2016-07-07 12:34:31.000000"
47;"test4g";"121.59411286";"25.06767836";"2016-07-07 12:34:32.000000"
48;"test4g";"121.59414197";"25.06771524";"2016-07-07 12:34:33.000000"
49;"test4g";"121.59419541";"25.06783304";"2016-07-07 12:34:34.000000"
50;"test4g";"121.59421383";"25.0678521";"2016-07-07 12:34:35.000000"
51;"test4g";"121.59425993";"25.06764079";"2016-07-07 12:34:37.000000"
52;"test4g";"121.59436676";"25.0676345";"2016-07-07 12:34:38.000000"
53;"test4g";"121.59437431";"25.06760463";"2016-07-07 12:34:39.000000"
54;"test4g";"121.59445948";"25.06760602";"2016-07-07 12:34:40.000000"
55;"test4g";"121.59446457";"25.06759506";"2016-07-07 12:34:41.000000"
56;"test4g";"121.5944801";"25.06760613";"2016-07-07 12:34:42.000000"
57;"test4g";"121.59451971";"25.06763423";"2016-07-07 12:34:43.000000"
58;"test4g";"121.59453445";"25.067634";"2016-07-07 12:34:44.000000"
59;"test4g";"121.59456903";"25.06764548";"2016-07-07 12:34:46.000000"
60;"test4g";"121.59456903";"25.06764548";"2016-07-07 12:35:03.000000"
61;"test4g";"121.59456963";"25.0676415";"2016-07-07 12:35:08.000000"
62;"test4g";"121.59458178";"25.06763892";"2016-07-07 12:35:09.000000"
63;"test4g";"121.59461317";"25.06763682";"2016-07-07 12:35:10.000000"
64;"test4g";"121.59462776";"25.06763533";"2016-07-07 12:35:11.000000"
65;"test4g";"121.59463702";"25.06764007";"2016-07-07 12:35:12.000000"
66;"test4g";"121.59465774";"25.06764054";"2016-07-07 12:35:13.000000"
67;"test4g";"121.59467634";"25.06763992";"2016-07-07 12:35:14.000000"
68;"test4g";"121.59468511";"25.06763435";"2016-07-07 12:35:15.000000"
69;"test4g";"121.59470053";"25.06763061";"2016-07-07 12:35:17.000000"
70;"test4g";"121.59471023";"25.0676327";"2016-07-07 12:35:19.000000"
71;"test4g";"121.59475996";"25.06765362";"2016-07-07 12:35:31.000000"
72;"test4g";"121.59480726";"25.06767428";"2016-07-07 12:35:32.000000"
73;"test4g";"121.59481748";"25.06767981";"2016-07-07 12:35:33.000000"
74;"test4g";"121.59482756";"25.06768559";"2016-07-07 12:35:35.000000"
75;"test4g";"121.59480846";"25.06766545";"2016-07-07 12:35:36.000000"
76;"test4g";"121.59481954";"25.06767472";"2016-07-07 12:35:37.000000"
77;"test4g";"121.59486846";"25.06768106";"2016-07-07 12:35:38.000000"
78;"test4g";"121.59494664";"25.06771684";"2016-07-07 12:35:39.000000"
79;"test4g";"121.59494664";"25.06771684";"2016-07-07 12:38:00.000000"
80;"test4g";"121.59534998";"25.06788767";"2016-07-07 12:38:10.000000"
81;"test4g";"121.59533282";"25.06787983";"2016-07-07 12:38:11.000000"
82;"test4g";"121.5953468";"25.06786924";"2016-07-07 12:38:12.000000"
83;"test4g";"121.59533898";"25.0678476";"2016-07-07 12:38:13.000000"
84;"test4g";"121.59536777";"25.06785919";"2016-07-07 12:38:14.000000"
85;"test4g";"121.5951369";"25.06772951";"2016-07-07 12:38:15.000000"
86;"test4g";"121.59514955";"25.06773678";"2016-07-07 12:38:16.000000"
87;"test4g";"121.59507717";"25.06770378";"2016-07-07 12:38:17.000000"
88;"test4g";"121.59504473";"25.06768569";"2016-07-07 12:38:18.000000"
89;"test4g";"121.59501656";"25.06766326";"2016-07-07 12:38:19.000000"
90;"test4g";"121.59500829";"25.06765574";"2016-07-07 12:38:20.000000"
91;"test4g";"121.59501207";"25.0676446";"2016-07-07 12:38:23.000000"
92;"test4g";"121.59502165";"25.06764037";"2016-07-07 12:38:25.000000"
93;"gg3be0";"121.45470512";"25.00613436";"2016-07-07 12:54:25.000000"
94;"gg3be0";"121.45470512";"25.00613436";"2016-07-07 12:57:18.000000"
95;"tcfdnk";"121.59502165";"25.06764037";"2016-07-07 13:35:03.000000"
96;"tcfdnk";"121.59527786";"25.06772325";"2016-07-07 13:35:20.000000"
97;"tcfdnk";"121.59526806";"25.06770755";"2016-07-07 13:35:22.000000"
98;"tcfdnk";"121.59522795";"25.06765948";"2016-07-07 13:35:26.000000"
99;"tcfdnk";"121.59519701";"25.06762623";"2016-07-07 13:35:28.000000"
100;"tcfdnk";"121.59522273";"25.06765588";"2016-07-07 13:35:29.000000"
101;"tcfdnk";"121.59523922";"25.06767369";"2016-07-07 13:35:30.000000"
102;"tcfdnk";"121.59524619";"25.06768076";"2016-07-07 13:35:36.000000"
103;"tcfdnk";"121.59525578";"25.06769069";"2016-07-07 13:35:51.000000"
104;"tcfdnk";"121.59526389";"25.06769965";"2016-07-07 13:35:56.000000"
105;"tcfdnk";"121.59526866";"25.06770431";"2016-07-07 13:36:38.000000"
106;"ttfdfh";"121.59526866";"25.06770431";"2016-07-07 14:50:31.000000"
107;"ttfdfh";"121.59530346";"25.06762814";"2016-07-07 14:50:56.000000"
108;"ttfdfh";"121.59533318";"25.06751938";"2016-07-07 14:50:59.000000"
109;"ttfdfh";"121.59509075";"25.06779354";"2016-07-07 14:51:03.000000"
110;"ttfdfh";"121.59521433";"25.06777415";"2016-07-07 14:51:06.000000"
111;"ttfdfh";"121.59514517";"25.0678131";"2016-07-07 14:51:09.000000"
112;"ttfdfh";"121.59523727";"25.06774001";"2016-07-07 14:51:12.000000"
113;"ttfdfh";"121.59541225";"25.06755648";"2016-07-07 14:51:15.000000"
114;"ttfdfh";"121.59537954";"25.06755679";"2016-07-07 14:51:18.000000"
115;"ttfdfh";"121.59522352";"25.06763679";"2016-07-07 14:51:22.000000"
116;"ttfdfh";"121.59505233";"25.06784541";"2016-07-07 14:51:24.000000"
117;"ttfdfh";"121.59519864";"25.06782639";"2016-07-07 14:51:29.000000"
118;"ttfdfh";"121.595397";"25.06761484";"2016-07-07 14:51:30.000000"
119;"ttfdfh";"121.59514679";"25.06780542";"2016-07-07 14:51:34.000000"
120;"ttfdfh";"121.59557566";"25.06748811";"2016-07-07 14:51:36.000000"
121;"ttfdfh";"121.59552486";"25.06752135";"2016-07-07 14:51:40.000000"
122;"ttfdfh";"121.59534526";"25.06768182";"2016-07-07 14:51:42.000000"
123;"ttfdfh";"121.59514835";"25.06776999";"2016-07-07 14:51:45.000000"
124;"ttfdfh";"121.59521565";"25.06769594";"2016-07-07 14:51:48.000000"
125;"ttfdfh";"121.59517907";"25.06773992";"2016-07-07 14:51:52.000000"
126;"ttfdfh";"121.59511145";"25.06779888";"2016-07-07 14:51:57.000000"
127;"ttfdfh";"121.59514985";"25.06779168";"2016-07-07 14:52:00.000000"
128;"ttfdfh";"121.59520683";"25.06771768";"2016-07-07 14:52:03.000000"
129;"ttfdfh";"121.59522421";"25.0677031";"2016-07-07 14:52:06.000000"
130;"ttfdfh";"121.59523884";"25.06768899";"2016-07-07 14:52:41.000000"
131;"ttfdfh";"121.59524718";"25.06767946";"2016-07-07 14:53:03.000000"
132;"nb";"121.59563412";"25.06795373";"2016-07-08 10:36:43.000000"
133;"nb";"121.59529856";"25.06739497";"2016-07-08 10:37:03.000000"
134;"nb";"121.59530222";"25.06738141";"2016-07-08 10:37:07.000000"
135;"nb";"121.59528408";"25.0673845";"2016-07-08 10:37:10.000000"
136;"nb";"121.59544939";"25.0674258";"2016-07-08 10:37:13.000000"
137;"nb";"121.59546397";"25.0674298";"2016-07-08 10:37:16.000000"
138;"nb";"121.59545073";"25.06742676";"2016-07-08 10:37:19.000000"
139;"nb";"121.5954318";"25.06740215";"2016-07-08 10:37:27.000000"
140;"tdhgdf";"121.4317221";"25.03516601";"2016-07-11 09:13:55.000000"
141;"tdhgdf";"121.43145964";"25.03550453";"2016-07-11 09:14:01.000000"
142;"tdhgdf";"121.4317114";"25.03539371";"2016-07-11 09:14:05.000000"
143;"tdhgdf";"121.43166215";"25.0353921";"2016-07-11 09:14:08.000000"
144;"tdhgdf";"121.43164883";"25.03539404";"2016-07-11 09:14:11.000000"
145;"ghgggg";"121.43164883";"25.03539404";"2016-07-11 10:05:33.000000"
146;"ghgggg";"121.43164883";"25.03539404";"2016-07-11 10:06:19.000000"
147;"ghgggg";"121.43164883";"25.03539404";"2016-07-11 10:07:33.000000"
148;"小魯肥宅";"121.43164883";"25.03539404";"2016-07-11 10:08:25.000000"
149;"小魯肥宅";"121.43164883";"25.03539404";"2016-07-11 10:08:51.000000"
150;"小魯肥宅";"121.43164883";"25.03539404";"2016-07-11 10:09:09.000000"
151;"小魯肥宅";"121.43160434";"25.03564848";"2016-07-11 10:09:20.000000"
152;"小魯肥宅";"121.43158875";"25.03564187";"2016-07-11 10:09:24.000000"
153;"小魯肥宅";"121.43156291";"25.03557669";"2016-07-11 10:09:27.000000"
154;"小魯肥宅";"121.43156315";"25.03550077";"2016-07-11 10:09:30.000000"
155;"小魯肥宅";"121.4315564";"25.03543015";"2016-07-11 10:09:33.000000"
156;"小魯肥宅";"121.43151434";"25.03539613";"2016-07-11 10:09:36.000000"
157;"小魯肥宅";"121.43147634";"25.03533298";"2016-07-11 10:09:39.000000"
158;"小魯肥宅";"121.43143413";"25.0352733";"2016-07-11 10:09:42.000000"
159;"小魯肥宅";"121.43139136";"25.03524712";"2016-07-11 10:09:45.000000"
160;"ggdada";"121.43139136";"25.03524712";"2016-07-11 10:29:08.000000"
161;"ghjjjj";"121.43163176";"25.03562923";"2016-07-11 11:19:41.000000"
162;"ghjjjj";"121.43163244";"25.0357253";"2016-07-11 11:19:44.000000"
163;"ghjjjj";"121.43162465";"25.0357735";"2016-07-11 11:19:47.000000"
164;"ghjjjj";"121.43155109";"25.03584348";"2016-07-11 11:19:50.000000"
165;"ghjjjj";"121.43155406";"25.03582427";"2016-07-11 11:19:56.000000"
166;"ghjjjj";"121.43155483";"25.03584032";"2016-07-11 11:20:02.000000"
167;"ghjjjj";"121.43155424";"25.03584995";"2016-07-11 11:20:08.000000"
168;"ghjjjj";"121.43155546";"25.03585911";"2016-07-11 11:20:35.000000"
169;"ghjjjj";"121.43155736";"25.03586599";"2016-07-11 11:21:48.000000"
170;"ghjjjj";"121.4313888";"25.0361056";"2016-07-11 11:21:50.000000"
171;"ghjjjj";"121.43155591";"25.03591362";"2016-07-11 11:21:54.000000"
172;"sf610";"121.43155591";"25.03591362";"2016-07-11 11:22:03.000000"
173;"sf610";"121.43157419";"25.03590225";"2016-07-11 11:22:06.000000"
174;"sf610";"121.43156251";"25.03590504";"2016-07-11 11:22:12.000000"
175;"sf610";"121.43153898";"25.0359089";"2016-07-11 11:23:59.000000"
176;"sf610";"121.43152763";"25.03591861";"2016-07-11 11:24:03.000000"
177;"sf610";"121.43519925";"25.03288907";"2016-07-11 11:54:08.000000"
178;"711back";"121.43519925";"25.03288907";"2016-07-11 12:14:35.000000"
179;"711back";"121.43519925";"25.03288907";"2016-07-11 12:16:25.000000"
180;"711back";"121.52553634";"25.06263692";"2016-07-11 12:16:57.000000"
181;"711back";"121.52586383";"25.06288445";"2016-07-11 12:17:01.000000"
182;"711back";"121.52597453";"25.06295648";"2016-07-11 12:17:06.000000"
183;"711back";"121.5259472";"25.06293728";"2016-07-11 12:17:15.000000"
184;"711back";"121.52591542";"25.06293882";"2016-07-11 12:17:18.000000"
185;"711back";"121.52581421";"25.06289602";"2016-07-11 12:17:21.000000"
186;"711back";"121.52577513";"25.0628837";"2016-07-11 12:17:24.000000"
187;"711back";"121.52574169";"25.06289941";"2016-07-11 12:17:27.000000"
188;"711back";"121.52567087";"25.06287408";"2016-07-11 12:17:30.000000"
189;"711back";"121.52563659";"25.06287005";"2016-07-11 12:17:33.000000"
190;"711back";"121.52560873";"25.0628953";"2016-07-11 12:17:39.000000"
191;"711back";"121.52556767";"25.06290106";"2016-07-11 12:17:42.000000"
192;"711back";"121.52555703";"25.06290577";"2016-07-11 12:17:45.000000"
193;"711back";"121.5255654";"25.06289573";"2016-07-11 12:17:51.000000"
194;"711back";"121.52556653";"25.06290496";"2016-07-11 12:17:54.000000"
195;"711back";"121.52557756";"25.06289531";"2016-07-11 12:17:57.000000"
196;"711back";"121.52558096";"25.06288356";"2016-07-11 12:18:03.000000"
197;"711back";"121.52556958";"25.06289304";"2016-07-11 12:18:12.000000"
198;"711back";"121.52557235";"25.06290224";"2016-07-11 12:18:15.000000"
199;"711back";"121.52556077";"25.06290322";"2016-07-11 12:18:24.000000"
200;"711back";"121.5255707";"25.06288581";"2016-07-11 12:18:30.000000"
201;"711back";"121.52557827";"25.06287175";"2016-07-11 12:18:33.000000"
202;"711back";"121.52558386";"25.06286058";"2016-07-11 12:18:39.000000"
203;"711back";"121.52556724";"25.0628746";"2016-07-11 12:18:42.000000"
204;"711back";"121.52556639";"25.06283892";"2016-07-11 12:18:48.000000"
205;"711back";"121.52554073";"25.06281801";"2016-07-11 12:18:51.000000"
206;"711back";"121.52551835";"25.06276147";"2016-07-11 12:18:54.000000"
207;"711back";"121.52550876";"25.06271733";"2016-07-11 12:18:57.000000"
208;"711back";"121.52550015";"25.06268536";"2016-07-11 12:19:00.000000"
209;"711back";"121.52547936";"25.06266769";"2016-07-11 12:19:03.000000"
210;"711back";"121.52546247";"25.06262602";"2016-07-11 12:19:06.000000"
211;"711back";"121.52543053";"25.0626108";"2016-07-11 12:19:09.000000"
212;"711back";"121.5253766";"25.06259304";"2016-07-11 12:19:12.000000"
213;"711back";"121.52532786";"25.06261976";"2016-07-11 12:19:15.000000"
214;"711back";"121.52531467";"25.06265929";"2016-07-11 12:19:18.000000"
215;"711back";"121.5253247";"25.06269242";"2016-07-11 12:19:21.000000"
216;"711back";"121.5253307";"25.06270964";"2016-07-11 12:19:24.000000"
217;"711back";"121.52535378";"25.0627464";"2016-07-11 12:19:27.000000"
218;"711back";"121.52538041";"25.06276659";"2016-07-11 12:19:30.000000"
219;"711back";"121.52536383";"25.06277554";"2016-07-11 12:19:36.000000"
220;"711back";"121.52537215";"25.06279088";"2016-07-11 12:19:39.000000"
221;"711back";"121.52538208";"25.06279508";"2016-07-11 12:19:42.000000"
222;"711back";"121.52536579";"25.06278949";"2016-07-11 12:19:51.000000"
223;"711back";"121.52537961";"25.06279832";"2016-07-11 12:19:57.000000"
224;"711back";"121.52539803";"25.06279826";"2016-07-11 12:20:00.000000"
225;"711back";"121.52537654";"25.0628021";"2016-07-11 12:20:03.000000"
226;"711back";"121.52533737";"25.06282528";"2016-07-11 12:20:06.000000"
227;"711back";"121.52530744";"25.06283665";"2016-07-11 12:20:09.000000"
228;"711back";"121.52532913";"25.0628404";"2016-07-11 12:20:12.000000"
229;"711back";"121.52542289";"25.06281587";"2016-07-11 12:20:15.000000"
230;"711back";"121.52544034";"25.06280304";"2016-07-11 12:20:18.000000"
231;"711back";"121.52542365";"25.06281644";"2016-07-11 12:20:24.000000"
232;"711back";"121.525398";"25.06281804";"2016-07-11 12:20:27.000000"
233;"711back";"121.52537265";"25.06282068";"2016-07-11 12:20:30.000000"
234;"711back";"121.52535133";"25.06282067";"2016-07-11 12:20:33.000000"
235;"711back";"121.5253627";"25.06280946";"2016-07-11 12:20:42.000000"
236;"711back";"121.52537299";"25.06277666";"2016-07-11 12:20:45.000000"
237;"711back";"121.52537032";"25.06276272";"2016-07-11 12:20:48.000000"
238;"711back";"121.52538122";"25.0627357";"2016-07-11 12:20:54.000000"
239;"711back";"121.52538516";"25.0627229";"2016-07-11 12:20:57.000000"
240;"711back";"121.5253725";"25.06272152";"2016-07-11 12:21:00.000000"
241;"711back";"121.52537104";"25.06273188";"2016-07-11 12:21:03.000000"
242;"711back";"121.52537314";"25.0627449";"2016-07-11 12:21:06.000000"
243;"711back";"121.52537846";"25.06275881";"2016-07-11 12:21:09.000000"
244;"711back";"121.52536758";"25.06276689";"2016-07-11 12:21:15.000000"
245;"711back";"121.52535429";"25.0627604";"2016-07-11 12:21:48.000000"
246;"711back";"121.52532832";"25.06275716";"2016-07-11 12:21:51.000000"
247;"711back";"121.52530886";"25.06278004";"2016-07-11 12:21:54.000000"
248;"711back";"121.52528268";"25.06279051";"2016-07-11 12:21:57.000000"
249;"711back";"121.52530153";"25.06282914";"2016-07-11 12:22:00.000000"
250;"711back";"121.52528964";"25.06280546";"2016-07-11 12:22:03.000000"
251;"711back";"121.52529287";"25.06278774";"2016-07-11 12:22:06.000000"
252;"711back";"121.52530447";"25.06279382";"2016-07-11 12:22:09.000000"
253;"711back";"121.52531032";"25.06277833";"2016-07-11 12:22:18.000000"
254;"711back";"121.52530848";"25.06276733";"2016-07-11 12:22:21.000000"
255;"711back";"121.5252978";"25.0627465";"2016-07-11 12:22:24.000000"
256;"711back";"121.52526452";"25.06271002";"2016-07-11 12:22:27.000000"
257;"711back";"121.52523587";"25.06270506";"2016-07-11 12:22:30.000000"
258;"711back";"121.52520044";"25.06272231";"2016-07-11 12:22:33.000000"
259;"711back";"121.52516444";"25.0627311";"2016-07-11 12:22:36.000000"
260;"711back";"121.52512618";"25.06272538";"2016-07-11 12:22:39.000000"
261;"711back";"121.52510804";"25.06271115";"2016-07-11 12:22:42.000000"
262;"711back";"121.52511388";"25.06267501";"2016-07-11 12:22:45.000000"
263;"711back";"121.52515595";"25.06265104";"2016-07-11 12:22:48.000000"
264;"711back";"121.52520207";"25.06265466";"2016-07-11 12:22:51.000000"
265;"711back";"121.52523193";"25.06264806";"2016-07-11 12:22:54.000000"
266;"711back";"121.52525828";"25.06263177";"2016-07-11 12:22:57.000000"
267;"711back";"121.5252836";"25.06262017";"2016-07-11 12:23:00.000000"
268;"711back";"121.52529894";"25.06261282";"2016-07-11 12:23:03.000000"
269;"711back";"121.52526265";"25.06259745";"2016-07-11 12:23:06.000000"
270;"711back";"121.52524672";"25.06259576";"2016-07-11 12:23:09.000000"
271;"711back";"121.52526138";"25.0625904";"2016-07-11 12:23:15.000000"
272;"711back";"121.52526927";"25.0625978";"2016-07-11 12:23:18.000000"
273;"711back";"121.52527156";"25.06262026";"2016-07-11 12:23:21.000000"
274;"711back";"121.52524761";"25.06261626";"2016-07-11 12:23:24.000000"
275;"711back";"121.52521381";"25.06260697";"2016-07-11 12:23:27.000000"
276;"711back";"121.52521191";"25.06261789";"2016-07-11 12:23:30.000000"
277;"711back";"121.52519647";"25.06263555";"2016-07-11 12:23:33.000000"
278;"711back";"121.52521119";"25.06269499";"2016-07-11 12:23:36.000000"
279;"711back";"121.52522039";"25.06274892";"2016-07-11 12:23:39.000000"
280;"711back";"121.52521793";"25.06277315";"2016-07-11 12:23:42.000000"
281;"711back";"121.52522783";"25.06280827";"2016-07-11 12:23:47.000000"
282;"711back";"121.52524618";"25.06281359";"2016-07-11 12:23:50.000000"
283;"711back";"121.52526089";"25.06281391";"2016-07-11 12:23:53.000000"
284;"711back";"121.52528746";"25.06281825";"2016-07-11 12:24:08.000000"
285;"711back";"121.52531346";"25.06281054";"2016-07-11 12:24:11.000000"
286;"711back";"121.5253116";"25.06281971";"2016-07-11 12:24:20.000000"
287;"711back";"121.52532173";"25.06282332";"2016-07-11 12:24:26.000000"
288;"711back";"121.52532437";"25.06283233";"2016-07-11 12:24:44.000000"
289;"711back";"121.52532755";"25.06283667";"2016-07-11 12:25:04.000000"
290;"711back";"121.52532899";"25.06284226";"2016-07-11 12:25:07.000000"
291;"711back";"121.52531878";"25.06283627";"2016-07-11 12:25:19.000000"
292;"711back";"121.52531912";"25.06282272";"2016-07-11 12:25:25.000000"
293;"711back";"121.52531755";"25.06281099";"2016-07-11 12:25:28.000000"
294;"711back";"121.52531838";"25.06280186";"2016-07-11 12:25:43.000000"
295;"711back";"121.52532847";"25.0628011";"2016-07-11 12:25:52.000000"
296;"711back";"121.52532884";"25.06278685";"2016-07-11 12:25:55.000000"
297;"711back";"121.52532195";"25.06277124";"2016-07-11 12:25:58.000000"
298;"711back";"121.52532191";"25.06275634";"2016-07-11 12:26:01.000000"
299;"711back";"121.52531585";"25.06274898";"2016-07-11 12:26:10.000000"
300;"711back";"121.52532495";"25.06275888";"2016-07-11 12:26:16.000000"
301;"711back";"121.52531236";"25.06274379";"2016-07-11 12:26:19.000000"
302;"711back";"121.52530112";"25.06273852";"2016-07-11 12:26:22.000000"
303;"711back";"121.52529176";"25.06274974";"2016-07-11 12:26:25.000000"
304;"711back";"121.52528702";"25.06273645";"2016-07-11 12:26:28.000000"
305;"711back";"121.52529";"25.06272628";"2016-07-11 12:26:31.000000"
306;"711back";"121.52530474";"25.06272178";"2016-07-11 12:26:34.000000"
307;"711back";"121.52530112";"25.06273141";"2016-07-11 12:26:40.000000"
308;"711back";"121.52528722";"25.06271678";"2016-07-11 12:26:43.000000"
309;"711back";"121.52528146";"25.06270897";"2016-07-11 12:26:49.000000"
310;"711back";"121.52529461";"25.06270364";"2016-07-11 12:26:52.000000"
311;"711back";"121.52531908";"25.0627037";"2016-07-11 12:26:55.000000"
312;"711back";"121.52530978";"25.06269991";"2016-07-11 12:26:58.000000"
313;"711back";"121.5252952";"25.06270172";"2016-07-11 12:27:01.000000"
314;"711back";"121.52529463";"25.06271089";"2016-07-11 12:27:07.000000"
315;"711back";"121.52530607";"25.06272289";"2016-07-11 12:27:10.000000"
316;"711back";"121.52532839";"25.06272673";"2016-07-11 12:27:25.000000"
317;"711back";"121.52532433";"25.06271298";"2016-07-11 12:27:31.000000"
318;"711back";"121.52529456";"25.06270044";"2016-07-11 12:27:34.000000"
319;"711back";"121.52528398";"25.06269837";"2016-07-11 12:27:37.000000"
320;"711back";"121.52530074";"25.0627086";"2016-07-11 12:27:43.000000"
321;"711back";"121.52530087";"25.06272351";"2016-07-11 12:27:49.000000"
322;"711back";"121.5252913";"25.06273483";"2016-07-11 12:28:16.000000"
323;"711back";"121.52530106";"25.06275667";"2016-07-11 12:28:19.000000"
324;"711back";"121.52532261";"25.06277041";"2016-07-11 12:28:22.000000"
325;"711back";"121.52535683";"25.06275719";"2016-07-11 12:28:34.000000"
326;"711back";"121.52538372";"25.06275166";"2016-07-11 12:28:37.000000"
327;"711back";"121.52537686";"25.06274425";"2016-07-11 12:28:40.000000"
328;"711back";"121.52538738";"25.06274254";"2016-07-11 12:28:46.000000"
329;"711back";"121.52539937";"25.06273138";"2016-07-11 12:28:49.000000"
330;"711back";"121.525398";"25.06274245";"2016-07-11 12:28:58.000000"
331;"711back";"121.52539186";"25.06275068";"2016-07-11 12:29:01.000000"
332;"711back";"121.52538836";"25.06275923";"2016-07-11 12:29:52.000000"
333;"711back";"121.52542855";"25.062754";"2016-07-11 12:30:04.000000"
334;"711back";"121.5255049";"25.06275094";"2016-07-11 12:30:08.000000"
335;"711back";"121.52567008";"25.06276673";"2016-07-11 12:30:11.000000"
336;"711back";"121.52591551";"25.06278595";"2016-07-11 12:30:14.000000"
337;"711back";"121.52620632";"25.06276873";"2016-07-11 12:30:17.000000"
338;"711back";"121.52644931";"25.06271615";"2016-07-11 12:30:20.000000"
339;"711back";"121.52676309";"25.06269464";"2016-07-11 12:30:23.000000"
340;"711back";"121.52705668";"25.06268884";"2016-07-11 12:30:26.000000"
341;"711back";"121.52734738";"25.0627001";"2016-07-11 12:30:29.000000"
342;"711back";"121.52759683";"25.06266214";"2016-07-11 12:30:32.000000"
343;"711back";"121.52778705";"25.06266464";"2016-07-11 12:30:35.000000"
344;"711back";"121.528111";"25.06264647";"2016-07-11 12:30:38.000000"
345;"711back";"121.52842259";"25.06257192";"2016-07-11 12:30:42.000000"
346;"711back";"121.52895112";"25.06254294";"2016-07-11 12:30:47.000000"
347;"711back";"121.52928138";"25.06257892";"2016-07-11 12:30:50.000000"
348;"711back";"121.52951705";"25.06256262";"2016-07-11 12:30:53.000000"
349;"711back";"121.52976257";"25.06255896";"2016-07-11 12:30:56.000000"
350;"711back";"121.52993677";"25.06259402";"2016-07-11 12:30:59.000000"
351;"711back";"121.52995959";"25.06261346";"2016-07-11 12:31:02.000000"
352;"711back";"121.52993367";"25.06261275";"2016-07-11 12:31:05.000000"
353;"711back";"121.52997238";"25.06261674";"2016-07-11 12:31:08.000000"
354;"711back";"121.53008024";"25.0625648";"2016-07-11 12:31:11.000000"
